feature,n_active,path_rate,modality,modality_ratio,concept,specificity,top_gene,top_gene_frac,top_family,top_family_frac,top_sub,top_sub_frac,gly_from,cys_from,cys_to,pro_to,mean_hydro_change,mean_charge_change,mean_vol_change,pos_clustered,mean_pLI,top_go_1,top_go_2,top_go_3
2048,480,0.667,cross-mo,0.555,unresolved,0,RAF1,0.083,ion_channel,0.083,R>G,0.167,0.0,0.042,0.042,0.125,3.75,0.65,58.5,False,0.371,GO:0005886,GO:0005634,GO:0005737
2052,31,-1.0,cross-mo,0.593,unresolved,0,KRT77,0.05,keratin,0.1,Q>K,0.95,0.0,0.0,0.0,0.0,0.54,1.0,26.2,False,0.272,GO:0005634,GO:0008270,GO:0006357
2053,2915,0.293,cross-mo,0.602,unresolved,0,TP53,0.014,transporter,0.062,V>M,1.0,0.0,0.0,0.0,0.0,2.3,0.0,22.9,False,0.174,GO:0005886,GO:0016020,GO:0005737
2057,824,0.0,cross-mo,0.575,benign-general,1,MESD,0.049,ion_channel,0.024,E>G,0.39,0.0,0.0,0.0,0.0,2.62,0.66,59.9,False,0.333,GO:0005634,GO:0005829,GO:0005654
2059,3288,0.188,protein-,0.655,unresolved,0,CYP17A1,0.018,transporter,0.043,V>L,1.0,0.0,0.0,0.0,0.0,0.4,0.0,26.7,False,0.2,GO:0005886,GO:0005634,GO:0005737
2060,1552,0.273,cross-mo,0.574,unresolved,0,LIG1,0.026,transporter,0.104,V>M,0.506,0.0,0.0,0.013,0.013,2.61,0.13,27.1,False,0.167,GO:0005886,GO:0005829,GO:0016020
2061,43,0.7,cross-mo,0.575,unresolved,0,GBA1,0.1,keratin,0.1,P>S,0.25,0.15,0.0,0.0,0.0,2.35,0.28,59.4,False,0.151,GO:0005829,GO:0005634,GO:0005737
2063,13,0.643,cross-mo,0.577,unresolved,0,RIT1,0.2,other,0.0,M>I,0.35,0.05,0.0,0.0,0.05,2.31,0.1,22.5,False,0.137,GO:0005886,GO:0007165,GO:0005829
2064,1056,0.235,cross-mo,0.588,mechanism:hydrophobicity-switch,2,BAP1,0.038,ion_channel,0.019,P>L,0.904,0.0,0.0,0.0,0.0,5.38,0.02,53.4,False,0.494,GO:0005634,GO:0000981,GO:0006357
2069,1614,0.224,dna-driv,0.303,unresolved,0,PAX2,0.025,transporter,0.062,R>Q,0.163,0.113,0.013,0.15,0.0,3.13,0.51,47.1,False,0.198,GO:0005886,GO:0005829,GO:0016020
2071,174,0.5,cross-mo,0.612,unresolved,0,SPAST,0.1,transporter,0.05,S>N,0.45,0.0,0.0,0.0,0.0,2.3,0.1,41.2,False,0.341,GO:0005886,GO:0005737,GO:0005829
2073,416,0.0,cross-mo,0.628,benign-general,1,RNF43,0.05,other,0.0,H>Q,1.0,0.0,0.0,0.0,0.0,0.3,0.5,9.4,False,0.239,GO:0005634,GO:0005737,GO:0000122
2075,87,-1.0,cross-mo,0.593,benign-general,1,TTC16,0.1,other,0.0,S>R,0.4,0.0,0.0,0.05,0.0,2.89,0.4,60.9,False,0.147,GO:0005634,GO:0008270,GO:0006357
2077,455,0.333,cross-mo,0.436,unresolved,0,SLC26A3,0.091,transporter,0.136,R>Q,0.182,0.045,0.045,0.0,0.0,2.62,0.7,32.9,False,0.118,GO:0005886,GO:0016020,GO:0003723
2080,531,0.0,cross-mo,0.59,benign-general,1,ECI2,0.038,other,0.0,M>V,0.923,0.0,0.0,0.0,0.0,2.3,0.0,21.4,False,0.301,GO:0005886,GO:0016020,GO:0005739
2082,84,-1.0,cross-mo,0.597,benign-general,1,STK11,0.05,other,0.0,Y>C,0.15,0.0,0.0,0.2,0.1,3.37,0.5,56.6,False,0.322,GO:0005634,GO:0046872,GO:0042802
2085,1806,0.162,cross-mo,0.591,unresolved,0,EPHA2,0.022,RAS_MAPK,0.022,D>G,0.3,0.0,0.089,0.0,0.0,3.1,0.6,75.7,False,0.175,GO:0005829,GO:0005737,GO:0005886
2086,350,0.0,cross-mo,0.582,benign-general,1,ZBTB32,0.1,transporter,0.05,Q>R,1.0,0.0,0.0,0.0,0.0,1.0,1.0,29.6,False,0.318,GO:0005634,GO:0000785,GO:0000981
2087,110,0.923,cross-mo,0.6,mechanism:charge-reversal,2,ASL,0.1,transporter,0.15,G>R,0.75,0.9,0.1,0.0,0.0,4.03,0.9,101.7,False,0.082,GO:0005886,GO:0005737,GO:0016020
2091,51,0.636,cross-mo,0.581,unresolved,0,KCNH1,0.1,keratin,0.1,A>V,0.25,0.2,0.2,0.0,0.0,2.84,0.3,58.3,False,0.323,GO:0005886,GO:0005634,GO:0016020
2095,155,0.857,cross-mo,0.567,unresolved,0,MBTPS2,0.05,other,0.0,M>I,1.0,0.0,0.0,0.0,0.0,2.6,0.0,3.8,False,0.472,GO:0016020,GO:0005829,GO:0005886
2098,142,0.727,cross-mo,0.585,unresolved,0,TK2,0.05,other,0.0,Y>H,1.0,0.0,0.0,0.0,0.0,1.9,0.5,40.4,False,0.296,GO:0005829,GO:0042802,GO:0005886
2099,375,0.9,cross-mo,0.588,unresolved,0,F9,0.15,coagulation,0.15,R>S,0.3,0.0,0.0,0.1,0.05,3.52,0.72,53.0,False,0.198,GO:0005615,GO:0005576,GO:0005509
2100,2343,0.213,dna-driv,0.254,unresolved,0,AFG2A,0.009,transporter,0.034,P>S,0.222,0.179,0.0,0.009,0.0,2.17,0.29,41.2,False,0.17,GO:0005886,GO:0005829,GO:0005737
2101,1267,0.19,cross-mo,0.574,unresolved,0,BAP1,0.032,transporter,0.063,P>L,0.095,0.016,0.032,0.0,0.016,2.95,0.3,48.3,False,0.364,GO:0005634,GO:0005737,GO:0005654
2102,18,-1.0,cross-mo,0.579,unresolved,0,GLA,0.05,other,0.0,W>R,0.6,0.1,0.15,0.0,0.05,4.22,0.9,57.9,False,0.341,GO:0005829,GO:0005886,GO:0042802
2106,10283,0.407,cross-mo,0.585,unresolved,0,ACVRL1,0.01,ion_channel,0.018,P>L,0.076,0.093,0.021,0.086,0.049,3.11,0.39,44.8,False,0.264,GO:0005886,GO:0005634,GO:0005829
2108,20,-1.0,cross-mo,0.578,unresolved,0,DUS1L,0.05,other,0.0,A>T,1.0,0.0,0.0,0.0,0.0,2.5,0.0,27.5,False,0.222,GO:0005829,GO:0005886,GO:0005737
2110,384,0.167,cross-mo,0.403,unresolved,0,STX3,0.05,other,0.0,T>A,0.15,0.0,0.0,0.05,0.05,2.98,0.28,38.4,False,0.062,GO:0005739,GO:0005886,GO:0005634
2111,476,0.333,cross-mo,0.565,unresolved,0,PKP2,0.043,other,0.0,E>A,0.13,0.217,0.0,0.043,0.043,2.77,0.3,33.4,False,0.261,GO:0005886,GO:0005737,GO:0005634
2112,2649,0.596,dna-driv,0.243,unresolved,0,EDA,0.015,transporter,0.03,R>C,0.174,0.106,0.008,0.205,0.061,3.77,0.66,54.7,False,0.235,GO:0005829,GO:0005634,GO:0005737
2115,1054,0.0,cross-mo,0.598,benign-general,1,DPH7,0.019,cardiac_sarcomere,0.019,R>Q,0.923,0.0,0.0,0.0,0.0,1.19,1.01,30.6,False,0.157,GO:0005634,GO:0005737,GO:0005829
2117,15,0.375,cross-mo,0.586,unresolved,0,OTC,0.05,transporter,0.05,L>V,0.2,0.05,0.0,0.05,0.0,2.71,0.25,33.1,False,0.315,GO:0005886,GO:0016020,GO:0042803
2118,177,0.889,cross-mo,0.597,unresolved,0,CSNK2A1,0.05,coagulation,0.05,A>V,0.65,0.05,0.0,0.05,0.0,2.86,0.02,48.7,False,0.244,GO:0006508,GO:0005576,GO:0005886
2120,3145,0.224,cross-mo,0.57,mechanism:hydrophobicity-switch,2,WDR93,0.013,RAS_MAPK,0.013,P>L,1.0,0.0,0.0,0.0,0.0,5.4,0.0,54.0,False,0.153,GO:0005829,GO:0005886,GO:0005737
2122,3019,0.578,dna-driv,0.227,unresolved,0,MEN1,0.02,transporter,0.033,H>R,0.267,0.013,0.02,0.013,0.107,2.42,0.53,35.4,False,0.348,GO:0005634,GO:0005829,GO:0005654
2124,40,0.571,cross-mo,0.571,mechanism:hydrophobicity-switch,2,PRPH2,0.1,coagulation,0.05,A>E,0.9,0.0,0.0,0.0,0.0,5.42,1.0,46.0,False,0.136,GO:0005886,GO:0005829,GO:0016020
2125,3268,0.056,cross-mo,0.561,benign-general,1,PUM3,0.006,transporter,0.037,R>Q,0.939,0.0,0.0,0.006,0.006,1.05,0.96,29.3,False,0.115,GO:0005886,GO:0005737,GO:0005829
2126,465,0.0,cross-mo,0.573,benign-general,1,TBXA2R,0.043,keratin,0.087,D>G,0.087,0.043,0.0,0.13,0.087,3.48,0.57,53.0,False,0.206,GO:0005829,GO:0005886,GO:0005737
2130,732,0.125,cross-mo,0.595,mechanism:glycine-loss,2,LORICRIN,0.056,keratin,0.25,G>D,0.694,0.972,0.0,0.0,0.0,3.19,1.0,58.8,False,0.496,GO:0005654,GO:0005634,GO:0005829
2131,4566,0.024,dna-driv,0.201,benign-general,1,IL21R,0.009,transporter,0.018,A>V,0.118,0.114,0.0,0.018,0.0,2.73,0.27,43.4,False,0.161,GO:0005634,GO:0005886,GO:0005829
2132,903,0.059,cross-mo,0.573,benign-general,1,KCNQ5,0.067,ion_channel,0.089,P>T,1.0,0.0,0.0,0.0,0.0,0.9,0.0,3.4,False,0.701,GO:0005634,GO:0005654,GO:0000981
2133,12,0.857,cross-mo,0.548,unresolved,0,WFS1,0.1,RAS_MAPK,0.05,N>S,0.6,0.05,0.0,0.05,0.05,2.47,0.05,36.1,False,0.345,GO:0005829,GO:0005634,GO:0005789
2135,3303,0.09,dna-driv,0.239,benign-general,1,AHRR,0.018,transporter,0.036,G>S,0.115,0.285,0.012,0.006,0.0,2.29,0.34,44.6,False,0.145,GO:0005886,GO:0005634,GO:0005829
2136,212,1.0,cross-mo,0.454,mechanism:disulfide-bond-loss,4,UMOD,0.25,transporter,0.05,C>W,1.0,0.0,1.0,0.0,0.0,3.4,0.0,119.3,False,0.269,GO:0005615,GO:0070062,GO:0016020
2139,14,-1.0,cross-mo,0.576,unresolved,0,RAD51C,0.1,ion_channel,0.05,Q>R,0.55,0.05,0.0,0.05,0.05,1.56,0.68,40.6,False,0.363,GO:0005886,GO:0005737,GO:0005654
2140,109,0.333,cross-mo,0.569,unresolved,0,NFIX,0.1,ion_channel,0.05,N>S,0.35,0.05,0.0,0.0,0.1,1.67,0.3,52.0,False,0.481,GO:0005634,GO:0005886,GO:0008270
2142,4100,0.027,cross-mo,0.585,benign-general,1,TPM1,0.015,cardiac_sarcomere,0.015,D>N,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,False,0.148,GO:0005634,GO:0005886,GO:0005829
2143,11,0.923,cross-mo,0.547,mechanism:cysteine-gain,4,FAM43A,0.05,ion_channel,0.05,R>C,0.55,0.05,0.0,0.6,0.05,5.03,0.68,64.4,False,0.29,GO:0020037,GO:0005506,GO:0016020
2144,22,0.917,cross-mo,0.563,unresolved,0,GLA,0.25,other,0.0,K>N,0.2,0.05,0.0,0.05,0.0,2.2,0.4,32.1,False,0.376,GO:0005737,GO:0016020,GO:0070062
2145,22,0.778,cross-mo,0.581,mechanism:disulfide-bond-loss,4,PHEX,0.15,coagulation,0.05,C>S,0.4,0.25,0.45,0.0,0.0,2.38,0.2,41.3,False,0.383,GO:0005886,GO:0005737,GO:0005634
2146,48,0.818,cross-mo,0.581,mechanism:hydrophobicity-switch,2,AGXT,0.1,transporter,0.15,I>N,0.9,0.0,0.0,0.0,0.0,7.72,0.0,52.4,False,0.273,GO:0005829,GO:0042802,GO:0016020
2147,446,0.333,cross-mo,0.59,unresolved,0,FOXB2,0.045,transporter,0.091,R>H,1.0,0.0,0.0,0.0,0.0,1.3,0.5,20.2,False,0.047,GO:0005737,GO:0005829,GO:0005739
2149,39,-1.0,cross-mo,0.487,unresolved,0,NBN,0.1,other,0.0,Y>S,0.65,0.0,0.1,0.05,0.15,1.29,0.08,80.5,False,0.089,GO:0005829,GO:0005737,GO:0005654
2150,770,0.1,cross-mo,0.56,unresolved,0,GNB1,0.026,RAS_MAPK,0.026,S>P,0.079,0.079,0.0,0.079,0.079,2.25,0.32,39.8,False,0.298,GO:0005634,GO:0005829,GO:0005886
2151,24,0.143,cross-mo,0.569,mechanism:hydrophobicity-switch,2,SLC25A12,0.05,transporter,0.25,R>L,0.2,0.0,0.05,0.1,0.0,5.4,0.45,39.2,False,0.254,GO:0016020,GO:0005886,GO:0005829
2152,30,1.0,cross-mo,0.57,mechanism:charge-reversal,2,ARX,0.2,other,0.0,R>C,0.35,0.0,0.0,0.35,0.05,4.43,0.9,50.5,False,0.524,GO:0000785,GO:0000981,GO:1990837
2156,71,-1.0,cross-mo,0.573,benign-general,1,EXOSC10,0.05,ion_channel,0.05,Y>H,1.0,0.0,0.0,0.0,0.0,1.9,0.5,40.4,False,0.065,GO:0005654,GO:0005737,GO:0005829
2157,2519,0.19,cross-mo,0.55,unresolved,0,RUFY4,0.016,transporter,0.032,R>H,0.992,0.0,0.0,0.0,0.008,1.31,0.5,20.5,False,0.136,GO:0005886,GO:0005737,GO:0005829
2159,51,0.875,cross-mo,0.584,unresolved,0,HNF1A,0.2,other,0.0,R>H,0.6,0.0,0.0,0.1,0.0,2.02,0.7,32.7,False,0.441,GO:0000785,GO:0000981,GO:0006357
2160,1140,0.167,cross-mo,0.588,unresolved,0,FITM2,0.035,keratin,0.07,P>L,0.123,0.018,0.0,0.035,0.018,2.69,0.46,39.2,False,0.196,GO:0005886,GO:0005829,GO:0005634
2165,2441,0.019,cross-mo,0.617,benign-general,1,ATF7IP2,0.016,keratin,0.008,S>N,1.0,0.0,0.0,0.0,0.0,2.7,0.0,25.1,False,0.247,GO:0005634,GO:0008270,GO:0005829
2167,559,1.0,cross-mo,0.585,pathogenic-general,1,PAH,0.074,transporter,0.148,Y>N,0.407,0.0,0.0,0.259,0.0,2.59,0.3,78.8,False,0.279,GO:0005886,GO:0005829,GO:0016020
2168,8506,0.193,dna-driv,0.165,unresolved,0,NBN,0.009,transporter,0.033,A>V,0.056,0.113,0.012,0.031,0.012,2.25,0.46,42.3,False,0.167,GO:0005634,GO:0005886,GO:0005829
2170,11043,0.028,cross-mo,0.601,mechanism:glycine-loss,2,NKX3-2,0.007,ion_channel,0.018,G>R,0.31,1.0,0.0,0.098,0.0,2.93,0.4,75.2,False,0.247,GO:0005634,GO:0005737,GO:0005654
2172,20,0.875,cross-mo,0.603,unresolved,0,RS1,0.1,other,0.0,P>T,0.75,0.0,0.0,0.0,0.0,1.1,0.0,10.0,False,0.258,GO:0005737,GO:0005829,GO:0005634
2173,768,0.933,cross-mo,0.555,unresolved,0,PHEX,0.079,coagulation,0.026,W>S,0.184,0.105,0.026,0.0,0.053,2.35,0.33,68.9,False,0.334,GO:0005737,GO:0005886,GO:0005654
2174,816,0.059,cross-mo,0.622,benign-general,1,KCNB1,0.05,transporter,0.05,T>K,1.0,0.0,0.0,0.0,0.0,3.2,1.0,52.5,False,0.27,GO:0005634,GO:0005886,GO:0005737
2175,1040,0.083,protein-,0.662,benign-general,1,MAP3K11,0.019,collagen,0.019,Q>E,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,False,0.117,GO:0005886,GO:0005737,GO:0005829
2177,8106,0.104,cross-mo,0.582,unresolved,0,RECQL,0.01,transporter,0.027,E>K,0.56,0.044,0.01,0.01,0.005,1.19,1.54,38.8,False,0.217,GO:0005829,GO:0005737,GO:0005634
2179,186,1.0,cross-mo,0.441,mechanism:charge-reversal,2,KRT5,0.1,keratin,0.2,A>D,0.85,0.0,0.0,0.0,0.0,5.3,1.0,26.6,False,0.321,GO:0005829,GO:0005737,GO:0005634
2181,477,0.818,cross-mo,0.588,unresolved,0,EGR2,0.087,other,0.0,Y>C,0.13,0.087,0.0,0.304,0.087,3.1,0.37,59.0,False,0.378,GO:0005886,GO:0005737,GO:0005829
2183,16,0.125,cross-mo,0.539,unresolved,0,PRB2,0.35,other,0.0,P>S,0.3,0.05,0.0,0.0,0.0,2.68,0.12,38.0,False,0.168,GO:0005576,GO:0016020,GO:0005737
2184,88,-1.0,cross-mo,0.566,mechanism:glycine-loss,2,TNNT2,0.1,transporter,0.1,G>V,0.35,0.8,0.0,0.1,0.05,3.81,0.42,77.9,False,0.07,GO:0005829,GO:0005634,GO:0005576
2185,99,0.188,cross-mo,0.579,unresolved,0,NBPF6,0.05,other,0.0,Q>E,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,False,0.289,GO:0005886,GO:0005737,GO:0005634
2186,247,0.0,cross-mo,0.568,benign-general,1,MNX1,0.05,collagen,0.05,Q>P,0.85,0.0,0.0,0.0,0.85,1.76,0.15,30.9,False,0.389,GO:0005634,GO:0005654,GO:0005886
2187,3691,0.02,cross-mo,0.597,benign-general,1,KCNQ2,0.011,transporter,0.065,I>V,0.984,0.005,0.0,0.0,0.0,0.38,0.0,27.2,False,0.266,GO:0005829,GO:0005886,GO:0005737
2189,886,0.2,cross-mo,0.624,unresolved,0,CD28,0.023,transporter,0.091,L>I,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,False,0.113,GO:0005886,GO:0004930,GO:0004984
2191,798,0.35,cross-mo,0.573,unresolved,0,PRSS1,0.051,ion_channel,0.026,R>P,0.692,0.0,0.0,0.0,1.0,2.5,0.69,48.9,False,0.106,GO:0005829,GO:0005886,GO:0005737
2192,35,-1.0,cross-mo,0.594,unresolved,0,NUDT1,0.05,other,0.0,N>S,0.15,0.15,0.05,0.0,0.0,4.01,0.28,33.5,False,0.258,GO:0005829,GO:0005737,GO:0005886
2194,10,0.917,cross-mo,0.533,unresolved,0,SF3B4,0.15,RAS_MAPK,0.05,M>L,0.25,0.05,0.0,0.05,0.05,2.27,0.05,29.9,False,0.578,GO:0005634,GO:0005829,GO:0005737
2195,37,1.0,cross-mo,0.587,mechanism:glycine-loss,2,FGFR1,0.1,RAS_MAPK,0.05,G>S,0.2,0.9,0.05,0.25,0.0,2.6,0.25,48.3,False,0.536,GO:0005524,GO:0005886,GO:0005634
2196,458,0.9,cross-mo,0.582,unresolved,0,KCNQ1,0.045,ion_channel,0.045,Y>S,1.0,0.0,0.0,0.0,0.0,0.5,0.0,104.6,False,0.208,GO:0005737,GO:0005829,GO:0005654
2197,5479,0.867,dna-driv,0.169,unresolved,0,CHEK2,0.018,transporter,0.037,F>S,0.231,0.0,0.066,0.297,0.0,2.31,0.35,69.0,False,0.231,GO:0005829,GO:0005634,GO:0005737
2201,1017,0.045,cross-mo,0.6,benign-general,1,RAI14,0.02,transporter,0.02,R>Q,0.34,0.06,0.0,0.02,0.0,2.01,0.75,35.9,False,0.32,GO:0005886,GO:0005737,GO:0005634
2202,138,0.111,cross-mo,0.598,unresolved,0,MAP7,0.05,other,0.0,S>P,0.5,0.0,0.0,0.0,0.75,1.62,0.18,29.5,False,0.271,GO:0005829,GO:0005886,GO:0005737
2205,438,0.25,cross-mo,0.6,mechanism:hydrophobicity-switch,2,ROM1,0.048,other,0.0,L>P,0.762,0.048,0.0,0.0,0.81,5.07,0.05,48.9,False,0.204,GO:0005634,GO:0016020,GO:0005654
2211,11,0.846,cross-mo,0.558,mechanism:glycine-loss,2,LDLR,0.5,ion_channel,0.1,G>V,0.15,0.6,0.0,0.1,0.05,2.81,0.35,72.7,False,0.244,GO:0016020,GO:0005886,GO:0005794
2213,1028,0.0,cross-mo,0.594,benign-general,1,RANBP9,0.039,transporter,0.039,A>V,1.0,0.0,0.0,0.0,0.0,2.4,0.0,51.4,False,0.344,GO:0005634,GO:0005654,GO:0005737
2216,64,0.167,cross-mo,0.588,mechanism:hydrophobicity-switch,2,LRRC75B,0.1,ion_channel,0.05,R>C,0.4,0.0,0.0,0.4,0.0,5.68,0.5,49.6,False,0.26,GO:0005737,GO:0005886,GO:0005829
2219,1819,0.091,cross-mo,0.603,benign-general,1,CHAMP1,0.022,transporter,0.011,H>Y,0.989,0.0,0.011,0.0,0.0,1.92,0.49,40.9,False,0.223,GO:0005634,GO:0005886,GO:0005829
2221,136,0.143,cross-mo,0.576,unresolved,0,COLEC11,0.1,keratin,0.05,R>H,0.3,0.05,0.0,0.2,0.1,3.12,0.8,47.0,False,0.132,GO:0005886,GO:0042802,GO:0005829
2226,1551,0.5,cross-mo,0.564,unresolved,0,KCNQ1,0.026,ion_channel,0.052,R>C,0.078,0.065,0.0,0.117,0.013,3.39,0.52,52.9,False,0.254,GO:0005634,GO:0005829,GO:0005737
2227,94,0.077,cross-mo,0.589,benign-general,1,UBXN11,0.05,keratin,0.1,A>G,0.35,0.0,0.1,0.0,0.0,1.79,0.15,45.4,False,0.637,GO:0005634,GO:0005654,GO:0000785
2228,12,0.714,cross-mo,0.569,unresolved,0,OR10Z1,0.05,RAS_MAPK,0.05,L>V,0.25,0.05,0.0,0.05,0.05,1.68,0.3,47.6,False,0.364,GO:0005634,GO:0016020,GO:0005886
2229,11,0.5,cross-mo,0.579,unresolved,0,MSH2,0.15,ion_channel,0.05,A>P,0.45,0.0,0.0,0.0,0.6,2.28,0.15,28.9,False,0.294,GO:0005654,GO:0005634,GO:0016020
2234,315,0.833,cross-mo,0.624,mechanism:charge-reversal,2,LZTR1,0.1,other,0.0,D>V,0.35,0.0,0.0,0.0,0.0,4.74,1.05,41.4,False,0.105,GO:0005794,GO:0005737,GO:0005789
2235,10,0.727,cross-mo,0.558,unresolved,0,IDS,0.15,ion_channel,0.1,S>F,0.2,0.1,0.05,0.05,0.15,2.76,0.1,70.0,False,0.398,GO:0005737,GO:0005829,GO:0005654
2238,1057,0.55,cross-mo,0.545,unresolved,0,CTNNB1,0.038,RAS_MAPK,0.019,G>C,0.077,0.154,0.0,0.154,0.038,3.28,0.46,50.9,False,0.249,GO:0005886,GO:0005829,GO:0005737
2241,11,0.75,cross-mo,0.575,unresolved,0,GLA,0.05,ion_channel,0.05,P>L,0.4,0.05,0.0,0.05,0.05,3.64,0.12,53.8,False,0.494,GO:0005886,GO:0005737,GO:0005794
2244,1659,0.182,cross-mo,0.564,unresolved,0,CRTAC1,0.024,coagulation,0.024,R>Q,0.341,0.0,0.024,0.012,0.0,2.67,0.61,45.8,False,0.125,GO:0005886,GO:0005829,GO:0005634
2248,10706,0.649,cross-mo,0.578,unresolved,0,MLH1,0.015,transporter,0.021,P>L,0.095,0.082,0.022,0.013,0.0,3.65,0.42,53.9,False,0.278,GO:0005829,GO:0005634,GO:0005886
2249,124,0.375,cross-mo,0.579,unresolved,0,RHO,0.1,transporter,0.05,P>S,0.2,0.1,0.0,0.0,0.0,1.88,0.08,37.3,False,0.06,GO:0016020,GO:0005886,GO:0005634
2250,248,0.556,cross-mo,0.418,unresolved,0,AKT2,0.05,other,0.0,R>C,0.15,0.3,0.0,0.15,0.0,3.71,0.7,52.8,False,0.238,GO:0005829,GO:0005634,GO:0005737
2251,60,0.364,cross-mo,0.571,unresolved,0,MC1R,0.1,transporter,0.1,A>V,0.95,0.0,0.0,0.0,0.0,2.41,0.0,50.2,False,0.292,GO:0005886,GO:0005737,GO:0005829
2253,100,0.909,cross-mo,0.577,unresolved,0,SOX9,0.05,ion_channel,0.05,F>L,0.2,0.0,0.0,0.05,0.35,2.11,0.28,42.2,False,0.356,GO:0005886,GO:0005829,GO:0005654
2254,29,0.444,cross-mo,0.572,mechanism:glycine-loss,2,BTK,0.05,other,0.0,G>R,1.0,1.0,0.0,0.0,0.0,4.1,1.0,113.3,False,0.159,GO:0005829,GO:0005886,GO:0005524
2256,55,0.125,cross-mo,0.6,unresolved,0,KCNK4,0.05,ion_channel,0.1,P>S,0.6,0.0,0.0,0.0,0.0,0.94,0.05,18.4,False,0.168,GO:0005886,GO:0005829,GO:0042802
2257,2533,0.94,cross-mo,0.607,mechanism:disulfide-bond-loss,4,LDLR,0.111,transporter,0.04,C>Y,0.246,0.0,0.921,0.0,0.016,3.98,0.27,71.4,False,0.271,GO:0005886,GO:0005615,GO:0005576
2258,1398,0.207,cross-mo,0.605,unresolved,0,PTPN11,0.029,RAS_MAPK,0.029,E>D,0.971,0.0,0.0,0.0,0.0,0.04,0.03,27.7,False,0.265,GO:0005634,GO:0005829,GO:0005886
2260,13,1.0,cross-mo,0.56,unresolved,0,GJA8,0.25,ion_channel,0.05,P>S,0.25,0.1,0.0,0.05,0.05,2.48,0.2,46.1,False,0.36,GO:0005886,GO:0005922,GO:0007267
2262,40,1.0,cross-mo,0.554,unresolved,0,RPE65,0.1,ion_channel,0.05,E>D,0.25,0.1,0.0,0.0,0.0,1.74,0.57,25.4,False,0.321,GO:0005634,GO:0005829,GO:0005737
2264,2995,0.675,dna-driv,0.249,unresolved,0,MRE11,0.013,ion_channel,0.013,N>K,0.094,0.02,0.06,0.013,0.047,1.84,0.39,42.8,False,0.26,GO:0005737,GO:0005829,GO:0005634
2265,4573,0.288,cross-mo,0.564,unresolved,0,WIPF1,0.009,transporter,0.053,R>H,0.18,0.11,0.009,0.118,0.018,3.27,0.54,42.9,False,0.179,GO:0005886,GO:0005829,GO:0016020
2266,3291,0.774,cross-mo,0.582,unresolved,0,ALPL,0.049,transporter,0.085,A>T,0.884,0.0,0.0,0.0,0.0,2.36,0.02,25.8,False,0.237,GO:0005886,GO:0070062,GO:0005829
2267,3568,0.488,dna-driv,0.255,unresolved,0,KCNH5,0.011,ion_channel,0.022,G>V,0.084,0.152,0.0,0.073,0.084,2.99,0.3,39.4,False,0.342,GO:0005634,GO:0005829,GO:0005654
2268,296,0.833,cross-mo,0.587,mechanism:proline-introduction,3,SOX6,0.05,other,0.0,A>P,1.0,0.0,0.0,0.0,1.0,3.4,0.0,24.1,False,0.385,GO:0005829,GO:0005737,GO:0005654
2269,434,0.143,cross-mo,0.597,unresolved,0,PLEK,0.048,transporter,0.048,K>N,0.286,0.0,0.0,0.0,0.0,2.34,0.33,38.6,False,0.127,GO:0008270,GO:0005737,GO:0005829
2272,50,0.111,cross-mo,0.564,unresolved,0,RDH12,0.05,other,0.0,R>Q,0.85,0.0,0.0,0.0,0.0,1.34,0.92,30.9,False,0.183,GO:0005886,GO:0005615,GO:0005576
2281,1295,0.028,cross-mo,0.582,benign-general,1,TCAP,0.062,RAS_MAPK,0.016,R>H,0.328,0.0,0.0,0.312,0.031,3.71,0.84,47.7,False,0.186,GO:0005634,GO:0008270,GO:0006357
2284,16,0.2,cross-mo,0.588,gene-family:keratin,4,KRTAP16-1,0.25,keratin,0.6,R>Q,0.55,0.05,0.0,0.05,0.1,1.88,0.72,41.8,False,0.274,GO:0005829,GO:0045095,GO:0005198
2287,467,0.333,cross-mo,0.596,unresolved,0,EIF2B5,0.087,cardiac_sarcomere,0.043,R>H,0.739,0.0,0.0,0.087,0.0,2.17,0.61,27.5,False,0.214,GO:0005886,GO:0005634,GO:0005829
2288,727,0.083,cross-mo,0.587,benign-general,1,RHOBTB2,0.056,transporter,0.028,E>K,0.639,0.028,0.0,0.0,0.056,1.37,1.51,35.8,False,0.277,GO:0005634,GO:0005829,GO:0005737
2289,62,0.818,cross-mo,0.577,unresolved,0,TP53,0.1,ion_channel,0.05,Y>H,1.0,0.0,0.0,0.0,0.0,1.9,0.5,40.4,False,0.201,GO:0005739,GO:0005737,GO:0005829
2291,709,0.077,cross-mo,0.622,benign-general,1,CDKN1C,0.029,ion_channel,0.029,Q>P,1.0,0.0,0.0,0.0,1.0,1.9,0.0,31.1,False,0.248,GO:0005634,GO:0005654,GO:0005737
2293,292,0.429,cross-mo,0.614,unresolved,0,CDH1,0.05,other,0.0,V>A,0.25,0.0,0.0,0.05,0.05,2.6,0.15,41.0,False,0.399,GO:0005829,GO:0005886,GO:0005654
